"AÑO,PERIODO EPIDEMIOLOGICO,CODIGO DEL EVENTO,DESCRIPCION DEL EVENTO,CANTIDAD,UNIDAD"
"2017,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2018,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2018,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2019,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2019,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2019,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2020,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2020,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2021,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2021,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2021,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2022,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2022,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2023,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,1,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,2,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,3,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,4,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2024,5,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,6,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,1,Personas"
"2024,7,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,8,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,9,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,10,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,11,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,12,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2024,13,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION,0,Personas"
"2017,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2017,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,0,Personas"
"2018,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,45,Personas"
"2018,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,37,Personas"
"2018,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,32,Personas"
"2018,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,38,Personas"
"2018,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,41,Personas"
"2018,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,35,Personas"
"2018,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,38,Personas"
"2018,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,30,Personas"
"2018,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,32,Personas"
"2018,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,29,Personas"
"2018,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,48,Personas"
"2018,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2018,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,27,Personas"
"2019,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2019,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,38,Personas"
"2019,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,39,Personas"
"2019,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,38,Personas"
"2019,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,41,Personas"
"2019,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,26,Personas"
"2019,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,27,Personas"
"2019,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,30,Personas"
"2019,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,30,Personas"
"2019,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,30,Personas"
"2019,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,40,Personas"
"2019,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,28,Personas"
"2019,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,37,Personas"
"2020,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,41,Personas"
"2020,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,42,Personas"
"2020,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,29,Personas"
"2020,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,17,Personas"
"2020,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,16,Personas"
"2020,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,17,Personas"
"2020,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,22,Personas"
"2020,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,21,Personas"
"2020,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,29,Personas"
"2020,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,31,Personas"
"2020,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,20,Personas"
"2020,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,28,Personas"
"2020,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,39,Personas"
"2021,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,20,Personas"
"2021,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,22,Personas"
"2021,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,15,Personas"
"2021,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,27,Personas"
"2021,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,24,Personas"
"2021,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,31,Personas"
"2021,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,36,Personas"
"2021,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,41,Personas"
"2021,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,35,Personas"
"2021,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,35,Personas"
"2021,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,28,Personas"
"2021,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,34,Personas"
"2021,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,36,Personas"
"2022,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,30,Personas"
"2022,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,29,Personas"
"2022,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2022,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,24,Personas"
"2022,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,31,Personas"
"2022,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,31,Personas"
"2022,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,24,Personas"
"2022,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,29,Personas"
"2022,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,28,Personas"
"2022,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,27,Personas"
"2022,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2022,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,25,Personas"
"2022,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,23,Personas"
"2023,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,40,Personas"
"2023,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,31,Personas"
"2023,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,38,Personas"
"2023,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,40,Personas"
"2023,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,29,Personas"
"2023,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,43,Personas"
"2023,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,38,Personas"
"2023,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,43,Personas"
"2023,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,32,Personas"
"2023,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,43,Personas"
"2023,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2023,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2023,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,26,Personas"
"2024,1,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,30,Personas"
"2024,2,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,34,Personas"
"2024,3,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,48,Personas"
"2024,4,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,44,Personas"
"2024,5,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,37,Personas"
"2024,6,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,33,Personas"
"2024,7,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,37,Personas"
"2024,8,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,41,Personas"
"2024,9,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,43,Personas"
"2024,10,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,40,Personas"
"2024,11,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,48,Personas"
"2024,12,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,49,Personas"
"2024,13,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,41,Personas"
"2017,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,42,Personas"
"2017,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,34,Personas"
"2017,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,29,Personas"
"2017,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,36,Personas"
"2017,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,30,Personas"
"2017,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,38,Personas"
"2017,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,34,Personas"
"2017,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,41,Personas"
"2017,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,36,Personas"
"2017,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,37,Personas"
"2017,11,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,32,Personas"
"2017,12,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,39,Personas"
"2017,13,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,35,Personas"
"2018,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,44,Personas"
"2018,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,37,Personas"
"2018,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,29,Personas"
"2018,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,10,Personas"
"2018,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,11,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,12,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2018,13,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,11,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,12,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2019,13,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,11,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,12,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2020,13,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,11,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,12,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2021,13,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,11,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,12,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2022,13,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,1,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,2,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,3,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,4,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,5,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,6,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,7,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,8,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,9,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
"2023,10,307,VIGILANCIA INTEGRADA DE RABIA HUMANA,0,Personas"
